subscription_id,customer_id,plan,monthly_revenue,is_churned,created_at
2528,2528,Enterprise,49,0,2023-08-11
2529,2529,Basic,99,0,2024-03-01
2530,2530,Professional,99,0,2023-10-04
2531,2531,Enterprise,499,0,2023-06-10
2532,2532,Professional,99,0,2023-11-04
2533,2533,Enterprise,499,0,2023-05-30
2534,2534,Professional,49,0,2024-09-23
2535,2535,Professional,499,0,2024-10-03
2536,2536,Basic,999,0,2023-06-12
2537,2537,Enterprise,199,0,2023-05-03
2538,2538,Basic,49,0,2023-09-06
2539,2539,Basic,499,0,2024-07-23
2540,2540,Enterprise,99,0,2023-03-15
2541,2541,Professional,499,0,2024-07-24
2542,2542,Enterprise,99,1,2023-08-09
2543,2543,Basic,99,1,2024-05-06
2544,2544,Enterprise,49,0,2024-05-06
2545,2545,Professional,49,0,2024-11-20
2546,2546,Professional,99,1,2024-04-15
2547,2547,Enterprise,999,1,2024-06-10
2548,2548,Basic,999,0,2023-01-06
2549,2549,Enterprise,499,0,2023-12-16
2550,2550,Basic,199,0,2024-11-22
2551,2551,Professional,99,0,2023-11-04
2552,2552,Enterprise,999,0,2023-06-14
2553,2553,Enterprise,49,0,2023-05-15
2554,2554,Professional,199,0,2023-10-12
2555,2555,Professional,999,0,2024-10-24
2556,2556,Enterprise,49,0,2023-01-21
2557,2557,Basic,99,0,2024-09-27
2558,2558,Enterprise,999,0,2024-10-02
2559,2559,Basic,49,0,2023-04-07
2560,2560,Professional,199,0,2023-08-03
2561,2561,Professional,999,0,2024-09-05
2562,2562,Basic,199,0,2023-10-20
2563,2563,Enterprise,99,0,2024-01-14
2564,2564,Professional,499,0,2024-07-06
2565,2565,Professional,499,0,2023-05-31
2566,2566,Enterprise,499,0,2024-07-09
2567,2567,Basic,499,0,2024-05-23
2568,2568,Enterprise,49,1,2023-06-28
2569,2569,Enterprise,49,0,2023-01-30
2570,2570,Basic,199,0,2023-04-17
2571,2571,Enterprise,999,0,2023-04-30
2572,2572,Basic,999,0,2024-09-19
2573,2573,Basic,199,1,2024-02-15
2574,2574,Basic,199,0,2023-10-27
2575,2575,Professional,99,0,2024-10-16
2576,2576,Professional,49,0,2024-01-21
2577,2577,Basic,199,0,2023-03-29
2578,2578,Professional,499,0,2024-02-16
2579,2579,Basic,499,0,2023-07-26
2580,2580,Basic,49,0,2024-01-24
2581,2581,Basic,49,0,2023-06-29
2582,2582,Enterprise,99,0,2023-07-20
2583,2583,Professional,999,1,2024-10-07
2584,2584,Enterprise,499,0,2024-03-25
2585,2585,Enterprise,49,0,2023-01-24
2586,2586,Professional,199,0,2023-12-08
2587,2587,Professional,499,0,2023-07-04
2588,2588,Basic,999,0,2023-02-20
2589,2589,Basic,499,0,2023-07-24
2590,2590,Basic,99,0,2023-09-08
2591,2591,Basic,49,0,2023-04-12
2592,2592,Enterprise,199,1,2023-01-02
2593,2593,Basic,999,0,2024-06-17
2594,2594,Enterprise,49,0,2024-05-16
2595,2595,Basic,199,1,2023-01-20
2596,2596,Professional,499,0,2023-11-09
2597,2597,Basic,199,1,2023-01-14
2598,2598,Basic,499,0,2023-09-17
2599,2599,Professional,99,0,2024-02-08
2600,2600,Basic,99,1,2024-04-17
2601,2601,Basic,499,1,2023-09-26
2602,2602,Professional,499,1,2023-03-27
2603,2603,Professional,499,0,2024-09-13
2604,2604,Basic,99,0,2023-03-05
2605,2605,Enterprise,49,0,2023-09-13
2606,2606,Enterprise,499,0,2024-04-29
2607,2607,Basic,999,1,2023-09-22
2608,2608,Enterprise,999,1,2023-06-19
2609,2609,Enterprise,99,0,2024-02-10
2610,2610,Professional,999,0,2023-10-19
2611,2611,Enterprise,99,0,2023-08-21
2612,2612,Basic,999,0,2023-05-16
2613,2613,Enterprise,99,1,2024-03-19
2614,2614,Professional,499,0,2023-07-14
2615,2615,Enterprise,999,0,2023-09-11
2616,2616,Basic,499,0,2024-02-11
2617,2617,Basic,999,1,2023-06-22
2618,2618,Professional,999,0,2024-06-19
2619,2619,Professional,49,0,2024-03-12
2620,2620,Basic,199,1,2023-02-04
2621,2621,Basic,99,0,2023-12-15
2622,2622,Enterprise,499,0,2023-07-20
2623,2623,Enterprise,99,1,2023-12-21
2624,2624,Enterprise,99,1,2023-11-04
2625,2625,Professional,99,0,2023-09-11
2626,2626,Basic,499,1,2023-08-13
2627,2627,Enterprise,999,0,2024-09-12
2628,2628,Enterprise,99,0,2024-04-26
2629,2629,Basic,499,0,2024-04-27
2630,2630,Professional,99,0,2023-08-07
2631,2631,Basic,199,0,2024-03-16
2632,2632,Basic,99,0,2024-11-28
2633,2633,Basic,199,0,2024-10-14
2634,2634,Basic,199,0,2023-05-13
2635,2635,Professional,49,0,2024-07-03
2636,2636,Professional,49,1,2023-08-09
2637,2637,Basic,499,1,2024-03-23
2638,2638,Enterprise,99,0,2024-06-10
2639,2639,Enterprise,49,0,2024-01-16
2640,2640,Enterprise,499,0,2023-10-02
2641,2641,Professional,49,1,2024-06-22
2642,2642,Professional,49,0,2024-11-22
2643,2643,Professional,99,0,2023-03-26
2644,2644,Professional,499,0,2023-08-13
2645,2645,Professional,999,0,2024-08-18
2646,2646,Professional,49,0,2023-10-17
2647,2647,Professional,999,0,2024-04-01
2648,2648,Basic,199,0,2023-09-18
2649,2649,Enterprise,499,0,2024-01-26
2650,2650,Professional,499,0,2023-03-17
2651,2651,Professional,199,0,2023-04-20
2652,2652,Enterprise,199,0,2024-09-05
2653,2653,Basic,499,0,2023-12-16
2654,2654,Basic,99,0,2024-04-03
2655,2655,Professional,99,0,2024-09-24
2656,2656,Enterprise,999,0,2023-10-31
2657,2657,Enterprise,199,0,2023-08-30
2658,2658,Enterprise,999,1,2024-05-03
2659,2659,Enterprise,49,1,2023-06-02
2660,2660,Basic,199,0,2023-08-09
2661,2661,Professional,999,0,2023-08-01
2662,2662,Basic,49,1,2023-05-17
2663,2663,Professional,99,0,2023-03-30
2664,2664,Professional,49,0,2023-09-08
2665,2665,Basic,99,1,2024-05-02
2666,2666,Professional,999,1,2023-11-08
2667,2667,Professional,49,0,2023-08-18
2668,2668,Professional,49,0,2023-12-20
2669,2669,Enterprise,999,0,2024-07-24
2670,2670,Professional,99,1,2024-10-08
2671,2671,Basic,499,1,2024-03-04
2672,2672,Professional,999,0,2024-05-20
2673,2673,Professional,99,1,2023-12-27
2674,2674,Basic,999,1,2023-07-17
2675,2675,Enterprise,199,0,2023-11-26
2676,2676,Basic,99,0,2024-05-10
2677,2677,Enterprise,49,1,2024-08-21
2678,2678,Enterprise,49,0,2023-02-19
2679,2679,Enterprise,499,0,2023-09-07
2680,2680,Basic,199,1,2023-10-27
2681,2681,Professional,49,0,2024-03-28
2682,2682,Professional,199,1,2023-09-02
2683,2683,Professional,999,0,2024-11-17
2684,2684,Professional,999,0,2024-05-12
2685,2685,Basic,99,0,2024-03-16
2686,2686,Professional,49,0,2024-04-13
2687,2687,Professional,999,1,2023-10-25
2688,2688,Enterprise,99,0,2023-05-23
2689,2689,Enterprise,999,0,2024-05-05
2690,2690,Enterprise,49,0,2024-10-21
2691,2691,Basic,999,0,2023-08-27
2692,2692,Professional,499,0,2024-10-17
2693,2693,Basic,49,0,2024-05-22
2694,2694,Professional,499,0,2023-06-05
2695,2695,Professional,199,0,2024-08-29
2696,2696,Enterprise,199,0,2024-11-14
2697,2697,Basic,49,0,2023-03-04
2698,2698,Enterprise,99,0,2023-07-23
2699,2699,Professional,49,0,2023-09-04
2700,2700,Enterprise,199,0,2023-09-11
2701,2701,Basic,199,0,2023-02-05
2702,2702,Enterprise,199,1,2023-04-08
2703,2703,Enterprise,99,0,2023-06-25
2704,2704,Professional,499,0,2024-02-07
2705,2705,Basic,499,1,2023-03-30
2706,2706,Professional,999,1,2023-04-17
2707,2707,Professional,49,0,2024-01-06
2708,2708,Enterprise,49,1,2023-02-17
2709,2709,Enterprise,499,0,2024-10-18
2710,2710,Professional,499,0,2023-06-09
2711,2711,Enterprise,999,0,2024-04-06
2712,2712,Professional,499,1,2023-07-03
2713,2713,Enterprise,199,0,2024-07-16
2714,2714,Basic,499,0,2023-05-10
2715,2715,Professional,99,0,2023-03-19
2716,2716,Professional,499,1,2024-04-19
2717,2717,Basic,199,0,2023-04-28
2718,2718,Basic,49,0,2023-10-21
2719,2719,Enterprise,999,0,2024-02-21
2720,2720,Professional,999,0,2024-03-18
2721,2721,Basic,499,1,2023-09-10
2722,2722,Professional,49,0,2024-03-13
2723,2723,Enterprise,99,0,2024-10-08
2724,2724,Enterprise,499,1,2024-06-16
2725,2725,Basic,999,0,2024-08-27
2726,2726,Enterprise,499,0,2023-03-01
2727,2727,Basic,499,0,2024-04-16
2728,2728,Basic,49,0,2023-06-25
2729,2729,Enterprise,199,1,2023-10-06
2730,2730,Enterprise,99,0,2023-11-20
2731,2731,Basic,49,1,2024-02-11
2732,2732,Professional,499,0,2024-05-12
2733,2733,Enterprise,199,0,2024-06-04
2734,2734,Professional,99,0,2024-10-20
2735,2735,Basic,99,1,2024-09-15
2736,2736,Enterprise,99,0,2024-07-12
2737,2737,Basic,499,0,2023-10-20
2738,2738,Enterprise,99,0,2024-10-24
2739,2739,Professional,199,0,2023-06-07
2740,2740,Professional,199,0,2023-02-28
2741,2741,Basic,49,0,2024-07-23
2742,2742,Professional,999,0,2024-04-24
2743,2743,Basic,199,0,2024-07-26
2744,2744,Enterprise,99,0,2023-07-22
2745,2745,Enterprise,49,1,2023-09-26
2746,2746,Enterprise,999,0,2024-03-03
2747,2747,Enterprise,199,0,2024-04-26
2748,2748,Professional,49,0,2023-07-07
2749,2749,Professional,99,1,2024-05-03
2750,2750,Basic,999,0,2024-02-18
2751,2751,Basic,99,0,2023-06-27
2752,2752,Professional,499,0,2023-01-17
2753,2753,Enterprise,99,0,2023-08-22
2754,2754,Basic,999,1,2023-03-30
2755,2755,Basic,499,1,2023-08-11
2756,2756,Professional,499,0,2024-06-10
2757,2757,Professional,499,0,2024-06-20
2758,2758,Enterprise,99,0,2024-07-08
2759,2759,Professional,99,0,2024-09-08
2760,2760,Basic,499,0,2024-02-18
2761,2761,Enterprise,499,0,2024-03-25
2762,2762,Basic,49,0,2023-09-11
2763,2763,Enterprise,99,0,2024-03-24
2764,2764,Enterprise,49,0,2024-08-22
2765,2765,Basic,999,0,2023-03-12
2766,2766,Basic,199,1,2023-06-14
2767,2767,Enterprise,199,0,2023-06-17
2768,2768,Enterprise,99,1,2023-08-09
2769,2769,Enterprise,99,1,2024-05-20
2770,2770,Professional,999,0,2023-05-23
2771,2771,Enterprise,49,1,2023-02-21
2772,2772,Basic,499,0,2024-07-09
2773,2773,Professional,49,0,2023-09-30
2774,2774,Professional,49,1,2023-12-13
2775,2775,Enterprise,99,1,2023-04-22
2776,2776,Basic,99,0,2024-11-29
2777,2777,Enterprise,199,1,2023-08-20
2778,2778,Enterprise,199,0,2023-07-09
2779,2779,Basic,499,0,2024-08-03
2780,2780,Enterprise,199,0,2024-11-01
2781,2781,Basic,999,0,2024-04-30
2782,2782,Basic,99,0,2023-01-14
2783,2783,Enterprise,99,0,2023-04-13
2784,2784,Enterprise,999,0,2023-03-23
2785,2785,Enterprise,99,1,2023-07-16
2786,2786,Enterprise,199,0,2023-03-21
2787,2787,Professional,999,0,2023-05-07
2788,2788,Enterprise,999,0,2023-10-24
2789,2789,Basic,99,0,2024-10-26
2790,2790,Enterprise,999,0,2023-04-01
2791,2791,Enterprise,499,0,2024-03-22
2792,2792,Professional,49,0,2024-01-02
2793,2793,Enterprise,99,0,2024-06-26
2794,2794,Enterprise,49,0,2024-01-27
2795,2795,Enterprise,499,0,2024-02-03
2796,2796,Professional,49,0,2024-08-24
2797,2797,Enterprise,99,0,2024-07-15
2798,2798,Enterprise,99,1,2024-04-27
2799,2799,Basic,49,0,2024-11-08
2800,2800,Basic,99,0,2024-06-21
2801,2801,Professional,499,0,2024-11-08
2802,2802,Basic,99,0,2023-06-10
2803,2803,Professional,49,0,2024-11-28
2804,2804,Basic,99,0,2023-10-29
2805,2805,Basic,49,1,2024-05-20
2806,2806,Basic,499,0,2024-07-03
2807,2807,Enterprise,49,0,2023-10-28
2808,2808,Professional,49,0,2023-05-06
2809,2809,Basic,199,0,2024-09-28
2810,2810,Basic,49,0,2023-12-27
2811,2811,Basic,99,0,2023-05-29
2812,2812,Basic,499,0,2024-10-19
2813,2813,Basic,499,0,2024-09-09
2814,2814,Basic,49,0,2024-02-05
2815,2815,Basic,199,0,2024-05-06
2816,2816,Professional,999,0,2024-08-12
2817,2817,Professional,999,0,2023-12-09
2818,2818,Basic,499,0,2023-05-29
2819,2819,Basic,49,0,2023-06-15
2820,2820,Enterprise,99,0,2023-03-02
2821,2821,Enterprise,499,0,2024-05-09
2822,2822,Professional,999,0,2023-09-28
2823,2823,Professional,49,0,2023-07-25
2824,2824,Professional,499,1,2023-12-02
2825,2825,Enterprise,199,0,2024-02-29
2826,2826,Enterprise,49,1,2024-04-18
2827,2827,Professional,49,0,2023-02-27
2828,2828,Enterprise,99,1,2024-05-13
2829,2829,Basic,999,0,2023-07-03
2830,2830,Professional,49,0,2024-03-10
2831,2831,Enterprise,499,0,2023-03-10
2832,2832,Basic,999,0,2024-04-18
2833,2833,Basic,199,1,2024-05-30
2834,2834,Enterprise,499,0,2023-01-07
2835,2835,Professional,199,0,2024-07-14
2836,2836,Basic,199,0,2024-09-29
2837,2837,Enterprise,999,0,2023-06-22
2838,2838,Professional,99,0,2023-10-05
2839,2839,Professional,999,0,2024-11-21
2840,2840,Enterprise,199,0,2024-10-20
2841,2841,Enterprise,49,0,2024-05-23
2842,2842,Professional,49,0,2024-11-29
2843,2843,Enterprise,199,0,2023-08-18
2844,2844,Professional,49,1,2023-07-01
2845,2845,Professional,499,1,2024-05-07
2846,2846,Enterprise,499,0,2023-07-19
2847,2847,Enterprise,99,0,2023-08-15
2848,2848,Basic,99,0,2023-09-09
2849,2849,Basic,199,0,2023-12-09
2850,2850,Basic,199,0,2023-01-07
2851,2851,Enterprise,999,0,2023-05-30
2852,2852,Enterprise,199,0,2024-02-02
2853,2853,Basic,199,0,2024-05-14
2854,2854,Basic,199,0,2024-09-01
2855,2855,Enterprise,99,0,2024-09-02
2856,2856,Basic,49,0,2023-03-08
2857,2857,Enterprise,99,0,2024-07-22
2858,2858,Professional,199,0,2024-03-31
2859,2859,Professional,999,0,2024-10-10
2860,2860,Professional,499,0,2024-06-14
2861,2861,Enterprise,999,0,2024-11-16
2862,2862,Professional,999,0,2024-10-18
2863,2863,Basic,499,0,2023-03-26
2864,2864,Professional,49,0,2024-06-01
2865,2865,Professional,49,0,2024-04-11
2866,2866,Enterprise,999,0,2023-06-13
2867,2867,Professional,49,0,2023-12-05
2868,2868,Basic,99,0,2023-05-03
2869,2869,Enterprise,499,1,2023-05-08
2870,2870,Professional,499,0,2023-08-11
2871,2871,Professional,999,0,2024-09-23
2872,2872,Basic,199,0,2023-03-07
2873,2873,Basic,999,0,2024-11-10
2874,2874,Enterprise,199,0,2023-01-03
2875,2875,Basic,999,0,2024-08-23
2876,2876,Basic,999,0,2024-08-02
2877,2877,Professional,199,0,2024-09-25
2878,2878,Basic,499,0,2023-08-26
2879,2879,Basic,49,0,2023-02-20
2880,2880,Basic,49,0,2024-04-01
2881,2881,Basic,999,0,2023-08-01
2882,2882,Professional,999,0,2023-08-04
2883,2883,Enterprise,49,0,2023-07-25
2884,2884,Basic,499,0,2024-10-26
2885,2885,Basic,99,0,2024-05-24
2886,2886,Basic,199,1,2023-08-20
2887,2887,Professional,499,0,2023-01-27
2888,2888,Professional,99,0,2024-01-01
2889,2889,Basic,999,1,2024-06-25
2890,2890,Professional,999,0,2024-07-12
2891,2891,Professional,99,0,2024-04-16
2892,2892,Enterprise,99,1,2023-11-02
2893,2893,Basic,199,1,2024-11-22
2894,2894,Professional,999,0,2023-10-08
2895,2895,Basic,99,0,2024-05-02
2896,2896,Enterprise,199,0,2024-02-14
2897,2897,Basic,49,0,2023-05-11
2898,2898,Professional,49,1,2024-01-02
2899,2899,Basic,99,1,2024-11-22
2900,2900,Professional,499,0,2024-05-26
2901,2901,Professional,49,0,2023-02-13
2902,2902,Enterprise,499,1,2024-06-08
2903,2903,Basic,49,0,2023-10-31
2904,2904,Enterprise,49,1,2024-07-02
2905,2905,Professional,499,0,2024-09-04
2906,2906,Enterprise,99,0,2023-01-01
2907,2907,Enterprise,499,0,2024-03-09
2908,2908,Professional,99,1,2023-08-22
2909,2909,Professional,49,0,2024-08-05
2910,2910,Enterprise,499,0,2024-11-30
2911,2911,Professional,49,0,2023-05-07
2912,2912,Basic,99,1,2023-05-19
2913,2913,Enterprise,99,1,2023-05-14
2914,2914,Enterprise,499,0,2024-01-10
2915,2915,Enterprise,999,0,2023-11-17
2916,2916,Enterprise,49,0,2024-08-07
2917,2917,Basic,499,0,2023-04-08
2918,2918,Basic,999,1,2023-11-24
2919,2919,Professional,99,0,2023-11-13
2920,2920,Professional,999,0,2023-10-23
2921,2921,Basic,999,0,2024-10-14
2922,2922,Professional,49,0,2023-12-14
2923,2923,Basic,99,1,2023-08-02
2924,2924,Enterprise,999,0,2024-06-08
2925,2925,Enterprise,999,1,2024-03-03
2926,2926,Basic,499,1,2024-06-10
2927,2927,Enterprise,99,0,2024-09-22
2928,2928,Basic,99,0,2023-03-24
2929,2929,Professional,999,0,2024-04-08
2930,2930,Professional,99,0,2023-10-22
2931,2931,Enterprise,199,0,2023-05-22
2932,2932,Enterprise,499,0,2023-03-03
2933,2933,Professional,499,0,2023-07-08
2934,2934,Basic,49,0,2024-05-25
2935,2935,Professional,499,0,2023-03-03
2936,2936,Enterprise,199,0,2024-07-27
2937,2937,Enterprise,999,1,2023-10-29
2938,2938,Professional,999,0,2023-07-10
2939,2939,Basic,999,0,2024-04-29
2940,2940,Basic,99,1,2024-08-28
2941,2941,Enterprise,999,0,2024-11-27
2942,2942,Basic,49,0,2023-06-26
2943,2943,Basic,199,0,2023-02-13
2944,2944,Basic,49,0,2023-02-20
2945,2945,Basic,999,0,2023-11-22
2946,2946,Professional,49,1,2023-06-24
2947,2947,Basic,199,0,2024-04-29
2948,2948,Professional,999,1,2023-02-21
2949,2949,Enterprise,49,0,2023-02-15
2950,2950,Enterprise,999,1,2024-01-23
2951,2951,Professional,199,0,2023-01-24
2952,2952,Enterprise,199,1,2024-07-27
2953,2953,Enterprise,499,0,2023-03-04
2954,2954,Basic,99,0,2023-07-20
2955,2955,Basic,499,0,2024-05-10
2956,2956,Professional,999,0,2023-10-20
2957,2957,Enterprise,499,0,2023-06-11
2958,2958,Basic,199,0,2024-07-15
2959,2959,Professional,499,0,2024-07-14
2960,2960,Professional,999,1,2024-08-07
2961,2961,Professional,499,0,2024-06-02
2962,2962,Enterprise,199,0,2023-07-14
2963,2963,Professional,999,0,2023-09-20
2964,2964,Enterprise,199,0,2023-07-14
2965,2965,Professional,999,0,2024-07-15
2966,2966,Basic,999,0,2024-10-18
2967,2967,Basic,999,0,2024-11-05
2968,2968,Professional,99,0,2024-04-08
2969,2969,Enterprise,99,0,2023-01-21
2970,2970,Professional,499,0,2023-10-12
2971,2971,Basic,49,0,2023-04-30
2972,2972,Enterprise,499,1,2023-08-08
2973,2973,Enterprise,499,0,2024-03-15
2974,2974,Professional,999,0,2024-06-13
2975,2975,Enterprise,499,0,2024-04-21
2976,2976,Basic,499,0,2024-02-21
2977,2977,Professional,99,0,2023-12-01
2978,2978,Basic,49,0,2023-11-05
2979,2979,Enterprise,999,0,2023-08-04
2980,2980,Professional,499,0,2023-07-21
2981,2981,Enterprise,99,1,2023-05-22
2982,2982,Enterprise,999,0,2023-10-04
2983,2983,Basic,499,1,2023-05-24
2984,2984,Professional,999,0,2024-11-28
2985,2985,Enterprise,999,1,2023-01-21
2986,2986,Enterprise,99,0,2024-04-04
2987,2987,Enterprise,999,0,2023-06-18
2988,2988,Basic,99,0,2024-03-02
2989,2989,Professional,99,1,2023-03-05
2990,2990,Enterprise,49,0,2023-01-13
2991,2991,Enterprise,199,0,2023-06-07
2992,2992,Basic,999,1,2023-07-22
2993,2993,Professional,499,0,2023-12-26
2994,2994,Professional,199,0,2023-08-07
2995,2995,Professional,999,0,2023-10-05
2996,2996,Basic,199,0,2023-03-08
2997,2997,Enterprise,199,0,2024-06-28
2998,2998,Basic,49,0,2024-09-23
2999,2999,Basic,49,0,2024-11-03
3000,3000,Professional,49,0,2024-03-11
3001,3001,Enterprise,999,1,2023-09-22
3002,3002,Basic,49,0,2024-09-06
3003,3003,Professional,199,0,2023-11-07
3004,3004,Professional,999,0,2023-10-18
3005,3005,Basic,499,0,2024-03-02
3006,3006,Enterprise,99,0,2023-09-21
3007,3007,Basic,199,0,2023-01-01
3008,3008,Basic,999,0,2023-06-09
3009,3009,Basic,499,0,2024-03-30
3010,3010,Professional,99,0,2024-03-14
3011,3011,Professional,49,0,2024-02-25
3012,3012,Professional,99,0,2024-05-24
3013,3013,Enterprise,99,0,2024-05-02
3014,3014,Basic,199,0,2024-07-26
3015,3015,Enterprise,49,0,2023-10-28
3016,3016,Enterprise,99,0,2023-10-12
3017,3017,Professional,99,0,2024-10-12
3018,3018,Professional,999,1,2024-07-25
3019,3019,Enterprise,999,0,2023-08-01
3020,3020,Professional,49,0,2024-05-24
3021,3021,Professional,49,1,2023-06-10
3022,3022,Enterprise,999,0,2023-04-16
3023,3023,Basic,999,1,2024-04-26
3024,3024,Professional,49,0,2024-01-27
3025,3025,Basic,49,1,2024-07-02
3026,3026,Basic,49,0,2024-04-04
3027,3027,Professional,999,0,2023-02-22
3028,3028,Enterprise,99,0,2024-07-10
3029,3029,Enterprise,99,0,2024-08-17
3030,3030,Enterprise,99,0,2023-11-20
3031,3031,Enterprise,49,0,2023-08-12
3032,3032,Basic,999,0,2023-03-07
3033,3033,Professional,499,0,2024-01-17
3034,3034,Professional,999,0,2023-06-07
3035,3035,Basic,999,0,2024-11-01
3036,3036,Basic,49,0,2023-07-14
3037,3037,Professional,999,0,2023-08-29
3038,3038,Professional,99,1,2023-09-23
3039,3039,Professional,99,0,2023-03-12
3040,3040,Enterprise,199,0,2024-01-10
3041,3041,Enterprise,499,1,2023-08-20
3042,3042,Enterprise,999,1,2023-03-11
3043,3043,Professional,999,0,2024-04-07
3044,3044,Enterprise,199,0,2023-06-29
3045,3045,Enterprise,99,0,2023-06-30
3046,3046,Basic,199,0,2023-10-09
3047,3047,Professional,49,0,2024-01-29
3048,3048,Professional,99,0,2023-10-02
3049,3049,Enterprise,49,0,2024-10-25
3050,3050,Enterprise,999,1,2024-06-05
3051,3051,Basic,49,0,2024-01-30
3052,3052,Basic,49,1,2024-03-23
3053,3053,Enterprise,49,0,2024-05-30
3054,3054,Enterprise,999,0,2023-06-29
3055,3055,Basic,499,0,2024-02-04
3056,3056,Professional,99,0,2023-08-28
3057,3057,Enterprise,199,0,2023-08-13
3058,3058,Basic,499,0,2024-09-16
3059,3059,Basic,49,0,2024-06-02
3060,3060,Enterprise,49,0,2024-06-13
3061,3061,Basic,99,0,2024-05-12
3062,3062,Enterprise,99,1,2023-01-06
3063,3063,Professional,499,0,2023-12-15
3064,3064,Enterprise,999,1,2024-05-04
3065,3065,Professional,49,0,2023-03-07
3066,3066,Enterprise,49,0,2024-10-25
3067,3067,Basic,499,0,2023-12-01
3068,3068,Basic,99,0,2024-04-09
3069,3069,Professional,199,0,2024-06-24
3070,3070,Basic,49,1,2024-11-27
3071,3071,Basic,49,0,2024-08-09
3072,3072,Professional,49,0,2024-01-14
3073,3073,Professional,999,0,2024-04-09
3074,3074,Basic,199,0,2023-09-26
3075,3075,Enterprise,199,0,2023-06-04
3076,3076,Professional,99,0,2023-06-10
3077,3077,Enterprise,49,0,2023-01-27
3078,3078,Professional,49,0,2024-07-01
3079,3079,Professional,999,0,2024-06-25
3080,3080,Professional,499,1,2023-05-12
3081,3081,Basic,999,0,2023-08-18
3082,3082,Basic,499,1,2023-09-08
3083,3083,Enterprise,499,1,2024-11-08
3084,3084,Professional,199,0,2023-12-15
3085,3085,Basic,49,0,2023-09-23
3086,3086,Basic,99,1,2023-12-11
3087,3087,Professional,99,1,2024-06-08
3088,3088,Professional,999,0,2024-01-10
3089,3089,Professional,49,0,2023-03-15
3090,3090,Basic,49,0,2024-06-08
3091,3091,Enterprise,99,0,2024-07-22
3092,3092,Basic,199,0,2023-03-13
3093,3093,Basic,499,0,2023-02-21
3094,3094,Basic,999,1,2023-11-05
3095,3095,Professional,99,0,2023-03-08
3096,3096,Basic,199,0,2024-07-27
3097,3097,Professional,199,0,2023-09-25
3098,3098,Enterprise,199,0,2023-02-19
3099,3099,Professional,499,0,2023-05-25
3100,3100,Basic,499,0,2024-08-04
3101,3101,Basic,99,0,2024-01-24
3102,3102,Professional,999,1,2024-01-20
3103,3103,Enterprise,999,0,2023-07-05
3104,3104,Basic,999,0,2024-07-08
3105,3105,Professional,99,0,2024-11-30
3106,3106,Basic,99,0,2024-07-11
3107,3107,Basic,999,0,2023-06-15
3108,3108,Professional,199,0,2023-11-28
3109,3109,Basic,49,0,2024-03-29
3110,3110,Basic,49,0,2024-02-24
3111,3111,Enterprise,199,0,2024-01-21
3112,3112,Basic,199,0,2024-06-14
3113,3113,Professional,99,0,2024-05-28
3114,3114,Professional,99,0,2023-05-21
3115,3115,Basic,499,0,2024-02-27
3116,3116,Enterprise,99,0,2024-08-04
3117,3117,Professional,199,0,2023-07-21
3118,3118,Professional,499,0,2023-04-22
3119,3119,Basic,999,0,2023-12-24
3120,3120,Professional,499,0,2023-09-27
3121,3121,Basic,499,0,2023-01-23
3122,3122,Enterprise,49,1,2024-03-20
3123,3123,Enterprise,999,0,2023-07-30
3124,3124,Enterprise,199,0,2023-09-21
3125,3125,Professional,499,0,2024-05-30
3126,3126,Enterprise,99,0,2024-07-21
3127,3127,Enterprise,199,1,2023-07-18
3128,3128,Enterprise,49,0,2024-01-28
3129,3129,Enterprise,99,1,2023-04-20
3130,3130,Basic,999,1,2024-10-07
3131,3131,Enterprise,99,0,2023-03-17
3132,3132,Enterprise,49,0,2023-02-24
3133,3133,Basic,99,0,2024-07-23
3134,3134,Basic,199,1,2024-11-13
3135,3135,Professional,499,0,2023-05-12
3136,3136,Professional,199,0,2024-11-04
3137,3137,Enterprise,199,0,2024-03-16
3138,3138,Professional,499,0,2023-08-27
3139,3139,Professional,999,0,2024-09-17
3140,3140,Enterprise,99,0,2023-03-03
3141,3141,Enterprise,499,0,2023-01-09
3142,3142,Enterprise,199,0,2023-12-22
3143,3143,Enterprise,499,0,2024-03-26
3144,3144,Basic,49,0,2023-07-02
3145,3145,Basic,199,0,2024-06-02
3146,3146,Basic,99,0,2024-07-19
3147,3147,Enterprise,49,0,2023-01-24
3148,3148,Basic,99,0,2023-08-28
3149,3149,Professional,49,0,2024-10-29
3150,3150,Enterprise,49,0,2023-09-15
3151,3151,Professional,199,1,2024-05-29
3152,3152,Basic,999,0,2023-05-28
3153,3153,Basic,499,1,2023-09-25
3154,3154,Basic,99,0,2024-05-15
3155,3155,Enterprise,49,0,2023-01-18
3156,3156,Basic,499,0,2024-04-30
3157,3157,Professional,499,0,2024-07-19
3158,3158,Basic,99,0,2024-10-05
3159,3159,Enterprise,199,0,2024-02-19
3160,3160,Basic,499,0,2024-11-21
3161,3161,Professional,49,0,2024-01-10
3162,3162,Professional,499,0,2023-02-18
3163,3163,Professional,49,1,2023-04-13
3164,3164,Enterprise,999,0,2023-07-20
3165,3165,Basic,499,0,2023-10-25
3166,3166,Basic,499,0,2023-04-18
3167,3167,Professional,499,0,2023-09-08
3168,3168,Basic,499,0,2023-11-26
3169,3169,Basic,499,0,2024-02-05
3170,3170,Basic,199,0,2024-04-26
3171,3171,Basic,999,0,2024-03-05
